,Reg of man,Verkiezing,RegeerperiodeVan,RegeerperiodeTot,Referentie bevoegdheidsbesluit in Codex / URL uitslag,Referentie in K,,Naam regering,Naam,Toelichting,SamenstellingVan,SamenstellingTot,VoornaamMandaathouder,AchternaamMandaathouder,Partij,MP/Vice,rang,Titel,Redactioneel kader
196,mandaat,,1999,2004,,,,Somers I.2,Somers I,,,,Paul,Van Grembergen,Spirit,,5,"Vlaams minister van Binnenlandse Aangelegenheden, Cultuur, Jeugd en Ambtenarenzaken",
197,mandaat,,1999,2004,,,,Somers I.2,Somers I,,,,Gilbert,Bossuyt,sp.a,,6,"Vlaams minister van Mobiliteit, Openbare Werken en Energie",
198,mandaat,,1999,2004,,,,Somers I.2,Somers I,,,,Adelheid,Byttebier,Groen!,,7,"Vlaams minister van Welzijn, Gezondheid en Gelijke Kansen",
199,mandaat,,1999,2004,,,,Somers I.2,Somers I,,,,Patricia,Ceysens,VLD,,8,"Vlaams minister van Economie, Buitenlands Beleid en E-government",
200,mandaat,,1999,2004,,,,Somers I.2,Somers I,,,,Marino,Keulen,VLD,,9,"Vlaams minister van Wonen, Media en Sport",
201,mandaat,,1999,2004,,,,Somers I.2,Somers I,,,,Jef,Tavernier,Groen!,,10,"Vlaams minister van Leefmilieu, Landbouw en Ontwikkelingssamenwerking",
181,regering,,1999,2004,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1012132&param=informatie,BVR 18/2/2004,https://kaleidos.vlaanderen.be/vergadering/59abe926-dec1-11e9-aa72-0242c0a80002/agenda/59abe8ae-dec1-11e9-aa72-0242c0a80002/agendapunten/59abee62-dec1-11e9-aa72-0242c0a80002/documenten,interimregering 2004,interimregering 2004,Renaat Landuyt ontslagnemend ,7/20/2004,7/21/2004,,,,,,,
182,mandaat,,1999,2004,,,,interimregering 2004,interimregering 2004,,,,Bart,Somers,VLD,minister-president van de Vlaamse Regering,1,,
183,mandaat,,1999,2004,,,,interimregering 2004,interimregering 2004,,,,Marleen,Vanderpoorten,VLD,,2,Vlaams minister van Onderwijs en Vorming,
184,mandaat,,1999,2004,,,,interimregering 2004,interimregering 2004,,,,Dirk,Van Mechelen,VLD,,3,"Vlaams minister van Financiën en Begroting, Ruimtelijke Ordening, Wetenschappen en Technologische Innovatie",
185,mandaat,,1999,2004,,,,interimregering 2004,interimregering 2004,,,,Paul,Van Grembergen,Spirit,,4,"Vlaams minister van Binnenlandse Aangelegenheden, Cultuur, Jeugd en Ambtenarenzaken",
186,mandaat,,1999,2004,,,,interimregering 2004,interimregering 2004,,,,Gilbert,Bossuyt,sp.a,,5,"Vlaams minister van Mobiliteit, Openbare Werken en Energie",
187,mandaat,,1999,2004,,,,interimregering 2004,interimregering 2004,,,,Adelheid,Byttebier,Groen!,,6,"Vlaams minister van Welzijn, Gezondheid en Gelijke Kansen",
188,mandaat,,1999,2004,,,,interimregering 2004,interimregering 2004,,,,Patricia,Ceysens,VLD,,7,"Vlaams minister van Economie, Buitenlands Beleid en E-government",
189,mandaat,,1999,2004,,,,interimregering 2004,interimregering 2004,,,,Marino,Keulen,VLD,,8,"Vlaams minister van Wonen, Media en Sport",
190,mandaat,,1999,2004,,,,interimregering 2004,interimregering 2004,,,,Jef,Tavernier,Groen!,,9,"Vlaams minister van Leefmilieu, Landbouw en Ontwikkelingssamenwerking",
180,periode,6/13/2004,2004,2009,https://www.vlaanderenkiest.be/verkiezingen2004/,,,Leterme-Peeters,Leterme,,,,,,,,,,"De verkiezingen van 2004 resulteerden in een grondige herschikking van het Vlaamse politieke landschap. Als voorzitter van het kartel met de meeste zetels in het nieuwe Vlaams Parlement, leidde Yves Leterme het formatieberaad. De Vlaamse Regering bestond uit vijf partijen, behorende tot drie kartels. Het kartel CD&V-N-VA leverde vier ministers: drie van CD&V, onder wie minister-president Leterme, en één van N-VA. VLD-Vivant leverde drie VLD-ministers. Ook het sp.a-Spirit-kartel beschikte over drie ministers, onder wie twee sp.a'ers en één Spiritist.
Na de federale verkiezingen van 2007 werd Yves Leterme premier van de federale regering. Hij werd als minister-president opgevolgd door partijgenoot Kris Peeters."
169,regering,,2004,2009,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1013297&param=informatie,BVR 27/7/2004,https://kaleidos.vlaanderen.be/vergadering/59b9481e-dec1-11e9-aa72-0242c0a80002/agenda/59b947b0-dec1-11e9-aa72-0242c0a80002/agendapunten/59b962e0-dec1-11e9-aa72-0242c0a80002/beslissingen,Leterme,Leterme,nieuwe regering na verkiezingen; technische wijzigingen in bevoegdheidsbesluit van 1/04/2006 met referentie:  https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1014554&param=informatie,7/22/2004,6/27/2007,,,,,,,
170,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Yves,Leterme,CD&V,minister-president van de Vlaamse Regering,1,"Vlaams minister van Institutionele Hervormingen, Landbouw, Zeevisserij en Plattelandsbeleid",
171,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Fientje,Moerman,VLD,viceminister-president van de Vlaamse Regering ,2,"Vlaams minister van Institutionele Hervormingen, Landbouw, Zeevisserij en Plattelandsbeleid",
172,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Frank,Vandenbroucke,sp.a,viceminister-president van de Vlaamse Regering ,3," Vlaams minister van Werk, Onderwijs en Vorming",
173,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Inge,Vervotte,CD&V,,4,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
174,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Dirk,Van Mechelen,VLD,,5,"Vlaams minister van Financiën, Begroting en Ruimtelijke Ordening",
175,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Bert,Anciaux,Spirit,,6,"Vlaams minister van Cultuur, Jeugd, Sport en Brussel",
176,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Geert,Bourgeois,N-VA,,7,"Vlaams minister van Bestuurszaken, Buitenlands Beleid, Media en Toerisme",
177,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Kris,Peeters,CD&V,,8,"Vlaams minister van Openbare Werken, Energie, Leefmilieu en Natuur",
178,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Marino,Keulen,VLD,,9,"Vlaams minister van Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",
179,mandaat,,2004,2009,,,,Leterme,Leterme,,,,Kathleen,Van Brempt,sp.a,,10,"Vlaams minister van Mobiliteit, Sociale Economie en Gelijke Kansen",
158,regering,,2004,2009,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1015934&param=informatie,BVR 28/6/2007,https://kaleidos.vlaanderen.be/vergadering/59fcb158-dec1-11e9-aa72-0242c0a80002/agenda/59fcb0cc-dec1-11e9-aa72-0242c0a80002/agendapunten/59fcc0e4-dec1-11e9-aa72-0242c0a80002/beslissingen,Peeters I.1,Peeters I,Yves Leterme ontslagnemend ifv premierschap federale regering,6/28/2007,10/9/2009,,,,,,,
159,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Kris,Peeters,CD&V,minister-president van de Vlaamse Regering,1,"Vlaams minister van Economie, Buitenlands Beleid, Landbouw en Plattelandsbeleid",
160,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Fientje,Moerman,Open Vld,viceminister-president van de Vlaamse Regering ,2,"Vlaams minister van Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",
161,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Frank,Vandenbroucke,sp.a,viceminister-president van de Vlaamse Regering ,3," Vlaams minister van Werk, Onderwijs en Vorming",
162,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Dirk,Van Mechelen,Open Vld,,4,"Vlaams minister van Financiën, Begroting en Ruimtelijke Ordening",
163,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Bert,Anciaux,Spirit,,5,"Vlaams minister van Cultuur, Jeugd, Sport en Brussel",
164,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Geert,Bourgeois,N-VA,,6,"Vlaams minister van Bestuurszaken, Buitenlands Beleid, Media en Toerisme",
165,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Marino,Keulen,Open Vld,,7,"Vlaams minister van Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",
166,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Kathleen,Van Brempt,sp.a,,8,"Vlaams minister van Mobiliteit, Sociale Economie en Gelijke Kansen",
167,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Steven,Vanackere,CD&V,,9,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
168,mandaat,,2004,2009,,,,Peeters I.1,Peeters I,,,,Hilde,Crevits,CD&V,,10,"Vlaams minister van Openbare Werken, Energie, Leefmilieu en Natuur",
147,regering,,2004,2009,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1016247&param=informatie,BVR 10/10/2007,https://kaleidos.vlaanderen.be/vergadering/5a03090e-dec1-11e9-aa72-0242c0a80002/agenda/5a0308a0-dec1-11e9-aa72-0242c0a80002/agendapunten/5a03103e-dec1-11e9-aa72-0242c0a80002/beslissingen,Peeters I.2,Peeters I,Fientje Moerman ontslagnemend; eedaflegging Patricia Ceysens,10/10/2009,9/21/2008,,,,,,,
148,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Kris,Peeters,CD&V,minister-president van de Vlaamse Regering,1,"Vlaams minister van Institutionele Hervormingen, Havens, Landbouw, Zeevisserij en Plattelandsbeleid ",
149,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Dirk,Van Mechelen,Open Vld,viceminister-president van de Vlaamse Regering ,2,"Vlaams minister van Financiën, Begroting en Ruimtelijke Ordening",
150,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Frank,Vandenbroucke,sp.a,viceminister-president van de Vlaamse Regering ,3," Vlaams minister van Werk, Onderwijs en Vorming",
151,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Bert,Anciaux,Spirit,,4,"Vlaams minister van Cultuur, Jeugd, Sport en Brussel",
152,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Geert,Bourgeois,N-VA,,5,"Vlaams minister van Bestuurszaken, Buitenlands Beleid, Media en Toerisme",
153,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Marino,Keulen,Open Vld,,6,"Vlaams minister van Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",
154,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Kathleen,Van Brempt,sp.a,,7,"Vlaams minister van Mobiliteit, Sociale Economie en Gelijke Kansen",
155,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Steven,Vanackere,CD&V,,8,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
156,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Hilde,Crevits,CD&V,,9,"Vlaams minister van Openbare Werken, Energie, Leefmilieu en Natuur",
157,mandaat,,2004,2009,,,,Peeters I.2,Peeters I,,,,Patricia,Ceysens,Open Vld,,10,"Vlaams minister van Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",
137,regering,,2004,2009,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1017088&param=informatie,BVR 22/09/2008,https://kaleidos.vlaanderen.be/vergadering/5a17e676-dec1-11e9-aa72-0242c0a80002/agenda/5a17e608-dec1-11e9-aa72-0242c0a80002/agendapunten/5a17ea86-dec1-11e9-aa72-0242c0a80002/beslissingen,Peeters I.3,Peeters I,Geert Bourgeois ontslagnemend,9/22/2008,12/29/2008,,,,,,,
138,mandaat,,2004,2009,,,,Peeters I.3,Peeters I,,,,Kris,Peeters,CD&V,minister-president van de Vlaamse Regering,1,"Vlaams minister van Institutionele Hervormingen, Bestuurszaken, Buitenlands Beleid, Media, Toerisme, Havens, Landbouw, Zeevisserij en Plattelandsbeleid ",
139,mandaat,,2004,2009,,,,Peeters I.3,Peeters I,,,,Dirk,Van Mechelen,Open Vld,viceminister-president van de Vlaamse Regering ,2,"Vlaams minister van Financiën, Begroting en Ruimtelijke Ordening",
140,mandaat,,2004,2009,,,,Peeters I.3,Peeters I,,,,Frank,Vandenbroucke,sp.a,viceminister-president van de Vlaamse Regering ,3," Vlaams minister van Werk, Onderwijs en Vorming",
141,mandaat,,2004,2009,,,,Peeters I.3,Peeters I,,,,Bert,Anciaux,Spirit,,4,"Vlaams minister van Cultuur, Jeugd, Sport en Brussel",
142,mandaat,,2004,2009,,,,Peeters I.3,Peeters I,,,,Marino,Keulen,Open Vld,,5,"Vlaams minister van Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",
143,mandaat,,2004,2009,,,,Peeters I.3,Peeters I,,,,Kathleen,Van Brempt,sp.a,,6,"Vlaams minister van Mobiliteit, Sociale Economie en Gelijke Kansen",
144,mandaat,,2004,2009,,,,Peeters I.3,Peeters I,,,,Steven,Vanackere,CD&V,,7,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
145,mandaat,,2004,2009,,,,Peeters I.3,Peeters I,,,,Hilde,Crevits,CD&V,,8,"Vlaams minister van Openbare Werken, Energie, Leefmilieu en Natuur",
146,mandaat,,2004,2009,,,,Peeters I.3,Peeters I,,,,Patricia,Ceysens,Open Vld,,9,"Vlaams minister van Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",
128,regering,,2004,2009,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1017425&param=informatie ,BVR 06/01/2009,https://kaleidos.vlaanderen.be/vergadering/5a203916-dec1-11e9-aa72-0242c0a80002/agenda/5a2038b2-dec1-11e9-aa72-0242c0a80002/agendapunten/5a2040fa-dec1-11e9-aa72-0242c0a80002/beslissingen,Peeters I.4,Peeters I,Steven Vanackere ontslagnemend,12/30/2008,1/5/2009,,,,,,,
129,mandaat,,2004,2009,,,,Peeters I.4,Peeters I,,,,Kris,Peeters,CD&V,minister-president van de Vlaamse Regering,1,"Vlaams minister van Institutionele Hervormingen, Bestuurszaken, Buitenlands Beleid, Media, Toerisme, Havens, Landbouw, Zeevisserij en Plattelandsbeleid ",
130,mandaat,,2004,2009,,,,Peeters I.4,Peeters I,,,,Dirk,Van Mechelen,Open Vld,viceminister-president van de Vlaamse Regering ,2,"Vlaams minister van Financiën, Begroting en Ruimtelijke Ordening",
131,mandaat,,2004,2009,,,,Peeters I.4,Peeters I,,,,Frank,Vandenbroucke,sp.a,viceminister-president van de Vlaamse Regering ,3," Vlaams minister van Werk, Onderwijs en Vorming",
132,mandaat,,2004,2009,,,,Peeters I.4,Peeters I,,,,Bert,Anciaux,Spirit,,4,"Vlaams minister van Cultuur, Jeugd, Sport en Brussel",
133,mandaat,,2004,2009,,,,Peeters I.4,Peeters I,,,,Marino,Keulen,Open Vld,,5,"Vlaams minister van Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",
134,mandaat,,2004,2009,,,,Peeters I.4,Peeters I,,,,Kathleen,Van Brempt,sp.a,,6,"Vlaams minister van Mobiliteit, Sociale Economie en Gelijke Kansen",
135,mandaat,,2004,2009,,,,Peeters I.4,Peeters I,,,,Hilde,Crevits,CD&V,,7,"Vlaams minister van Openbare Werken, Energie, Leefmilieu en Natuur",
136,mandaat,,2004,2009,,,,Peeters I.4,Peeters I,,,,Patricia,Ceysens,Open Vld,,8,"Vlaams minister van Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",
118,regering,,2004,2009,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1017452&param=informatie,BVR 06/01/2009,https://kaleidos.vlaanderen.be/vergadering/5a2044f6-dec1-11e9-aa72-0242c0a80002/agenda/5a204474-dec1-11e9-aa72-0242c0a80002/agendapunten/5a204df2-dec1-11e9-aa72-0242c0a80002/beslissingen,Peeters I.4.b,Peeters I,Eedaflegging Veerle Heeren,1/6/2009,7/12/2009,,,,,,,
119,mandaat,,2004,2009,,,,Peeters I.4.b,Peeters I,,,,Kris,Peeters,CD&V,minister-president van de Vlaamse Regering,1,"Vlaams minister van Institutionele Hervormingen, Bestuurszaken, Buitenlands Beleid, Media, Toerisme, Havens, Landbouw, Zeevisserij en Plattelandsbeleid ",
120,mandaat,,2004,2009,,,,Peeters I.4.b,Peeters I,,,,Dirk,Van Mechelen,Open Vld,,2,"Vlaams minister van Financiën, Begroting en Ruimtelijke Ordening",
121,mandaat,,2004,2009,,,,Peeters I.4.b,Peeters I,,,,Frank,Vandenbroucke,sp.a,viceminister-president van de Vlaamse Regering ,3," Vlaams minister van Werk, Onderwijs en Vorming",
122,mandaat,,2004,2009,,,,Peeters I.4.b,Peeters I,,,,Bert,Anciaux,Spirit,,4,"Vlaams minister van Cultuur, Jeugd, Sport en Brussel",
123,mandaat,,2004,2009,,,,Peeters I.4.b,Peeters I,,,,Marino,Keulen,Open Vld,,5,"Vlaams minister van Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",
124,mandaat,,2004,2009,,,,Peeters I.4.b,Peeters I,,,,Kathleen,Van Brempt,sp.a,,6,"Vlaams minister van Mobiliteit, Sociale Economie en Gelijke Kansen",
125,mandaat,,2004,2009,,,,Peeters I.4.b,Peeters I,,,,Hilde,Crevits,CD&V,,7,"Vlaams minister van Openbare Werken, Energie, Leefmilieu en Natuur",
126,mandaat,,2004,2009,,,,Peeters I.4.b,Peeters I,,,,Patricia,Ceysens,Open Vld,viceminister-president van de Vlaamse Regering ,8,"Vlaams minister van Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",
127,mandaat,,2004,2009,,,,Peeters I.4.b,Peeters I,,,,Veerle,Heeren,CD&V,,9,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
117,periode,6/7/2009,2009,2014,https://www.vlaanderenkiest.be/verkiezingen2009/,,,Peeters II,Peeters II,,,,,,,,,,"Vlaamse Regering 2009-2014 (Peeters II)
Startte, na de Vlaamse verkiezingen van juni 2009, op 13 juli 2009 met Kris Peeters als minister-president."
107,regering,,2009,2014,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1018144&param=informatie,BVR 13/07/2009,https://kaleidos.vlaanderen.be/vergadering/5a459da0-dec1-11e9-aa72-0242c0a80002/agenda/5a459d28-dec1-11e9-aa72-0242c0a80002/agendapunten/5a45a5d4-dec1-11e9-aa72-0242c0a80002/beslissingen,Peeters II.1,Peeters II,Op 6/07/2010 is er een onderbreking van het maandaat van Geert Bourgeois en Philippe Muyters,7/13/2009,7/6/2010,,,,,,,
108,mandaat,,2009,2014,,,,Peeters II.1,Peeters II,,,,Kris,Peeters,CD&V,minister-president van de Vlaamse Regering,1,"Vlaams minister van Economie, Buitenlands Beleid, Landbouw en Plattelandsbeleid",
109,mandaat,,2009,2014,,,,Peeters II.1,Peeters II,,,,Ingrid,Lieten,sp.a,viceminister-president van de Vlaamse Regering ,2,"Vlaams minister van Innovatie, Overheidsinvesteringen, Media en Armoedebestrijding",
110,,,2009,2014,,,,Peeters II.1,Peeters II,,,,Geert,Bourgeois,N-VA,viceminister-president van de Vlaamse Regering ,3,"Vlaams minister van Bestuurszaken, Binnenlands Bestuur, Inburgering, Toerisme en Vlaamse Rand",
111,mandaat,,2009,2014,,,,Peeters II.1,Peeters II,,,,Jo,Vandeurzen,CD&V,,4,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
112,mandaat,,2009,2014,,,,Peeters II.1,Peeters II,,,,Hilde,Crevits,CD&V,,5,Vlaams minister van Mobiliteit en Openbare Werken,
113,mandaat,,2009,2014,,,,Peeters II.1,Peeters II,,,,Freya,Van den Bossche,sp.a,,6,"Vlaams minister van Energie, Wonen, Steden en Sociale Economie",
114,,,2009,2014,,,,Peeters II.1,Peeters II,,,,Philippe,Muyters,N-VA,,7,"Vlaams minister van Financiën, Begroting, Werk, Ruimtelijke Ordening en Sport",
115,mandaat,,2009,2014,,,,Peeters II.1,Peeters II,,,,Joke,Schauvliege,CD&V,,8,"Vlaams minister van Leefmilieu, Natuur en Cultuur",
116,mandaat,,2009,2014,,,,Peeters II.1,Peeters II,,,,Pascal,Smet,sp.a,,9,"Vlaams minister van Onderwijs, Jeugd, Gelijke Kansen en Brussel",
99,regering,,2009,2014,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1019201&param=informatie,BVR 06/07/2010,https://kaleidos.vlaanderen.be/vergadering/5a459da0-dec1-11e9-aa72-0242c0a80002/agenda/5a459d28-dec1-11e9-aa72-0242c0a80002/agendapunten/5a45a5d4-dec1-11e9-aa72-0242c0a80002/beslissingen,Peeters II.2,Peeters II,Op 6/07/2010 is er een onderbreking van het maandaat van Geert Bourgeois en Philippe Muyters,7/13/2009,7/6/2010,,,,,,,
100,mandaat,,2009,2014,,,,Peeters II.2,Peeters II,,,,Kris,Peeters,CD&V,minister-president van de Vlaamse Regering,1,"Vlaams minister van Economie, Buitenlands Beleid, Landbouw en Plattelandsbeleid",
101,mandaat,,2009,2014,,,,Peeters II.2,Peeters II,,,,Ingrid,Lieten,sp.a,viceminister-president van de Vlaamse Regering ,2,"Vlaams minister van Innovatie, Overheidsinvesteringen, Media en Armoedebestrijding",
102,mandaat,,2009,2014,,,,Peeters II.2,Peeters II,,,,Jo,Vandeurzen,CD&V,,3,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
103,mandaat,,2009,2014,,,,Peeters II.2,Peeters II,,,,Hilde,Crevits,CD&V,,4,Vlaams minister van Mobiliteit en Openbare Werken,
104,mandaat,,2009,2014,,,,Peeters II.2,Peeters II,,,,Freya,Van den Bossche,sp.a,,5,"Vlaams minister van Energie, Wonen, Steden en Sociale Economie",
105,mandaat,,2009,2014,,,,Peeters II.2,Peeters II,,,,Joke,Schauvliege,CD&V,,6,"Vlaams minister van Leefmilieu, Natuur en Cultuur",
106,mandaat,,2009,2014,,,,Peeters II.2,Peeters II,,,,Pascal,Smet,sp.a,,7,"Vlaams minister van Onderwijs, Jeugd, Gelijke Kansen en Brussel",
