,Reg of man,Verkiezing,RegeerperiodeVan,RegeerperiodeTot,Referentie bevoegdheidsbesluit in Codex / URL uitslag,Referentie in K,,Naam regering,Naam,Toelichting,SamenstellingVan,SamenstellingTot,VoornaamMandaathouder,AchternaamMandaathouder,Partij,MP/Vice,rang,Titel,Redactioneel kader
89,regering,,2009,2014,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1019207&param=informatie,BVR 07/07/2010,https://kaleidos.vlaanderen.be/vergadering/5a45aa52-dec1-11e9-aa72-0242c0a80002/agenda/5a45a9da-dec1-11e9-aa72-0242c0a80002/agendapunten/5a45b40c-dec1-11e9-aa72-0242c0a80002/beslissingen,Peeters II.2.b,Peeters II,Bourgeois en Muyters terug in regering; Muyters op andere plaats in rangorde,7/7/2010,7/24/2014,,,,,,,
90,mandaat,,2009,2014,,,,Peeters II.2.b,Peeters II,,,,Kris,Peeters,CD&V,minister-president van de Vlaamse Regering,1,"Vlaams minister van Economie, Buitenlands Beleid, Landbouw en Plattelandsbeleid",
91,mandaat,,2009,2014,,,,Peeters II.2.b,Peeters II,,,,Ingrid,Lieten,sp.a,viceminister-president van de Vlaamse Regering ,2,"Vlaams minister van Innovatie, Overheidsinvesteringen, Media en Armoedebestrijding",
92,mandaat,,2009,2014,,,,Peeters II.2.b,Peeters II,,,,Geert,Bourgeois,N-VA,viceminister-president van de Vlaamse Regering ,3,"Vlaams minister van Bestuurszaken, Binnenlands Bestuur, Inburgering, Toerisme en Vlaamse Rand",
93,mandaat,,2009,2014,,,,Peeters II.2.b,Peeters II,,,,Jo,Vandeurzen,CD&V,,4,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
94,mandaat,,2009,2014,,,,Peeters II.2.b,Peeters II,,,,Hilde,Crevits,CD&V,,5,Vlaams minister van Mobiliteit en Openbare Werken,
95,mandaat,,2009,2014,,,,Peeters II.2.b,Peeters II,,,,Freya,Van den Bossche,sp.a,,6,"Vlaams minister van Energie, Wonen, Steden en Sociale Economie",
96,mandaat,,2009,2014,,,,Peeters II.2.b,Peeters II,,,,Joke,Schauvliege,CD&V,,7,"Vlaams minister van Leefmilieu, Natuur en Cultuur",
97,mandaat,,2009,2014,,,,Peeters II.2.b,Peeters II,,,,Pascal,Smet,sp.a,,8,"Vlaams minister van Onderwijs, Jeugd, Gelijke Kansen en Brussel",
98,mandaat,,2009,2014,,,,Peeters II.2.b,Peeters II,,,,Philippe,Muyters,N-VA,,9,"Vlaams minister van Financiën, Begroting, Werk, Ruimtelijke Ordening en Sport",
88,periode,5/25/2014,2014,2019,https://www.vlaanderenkiest.be/verkiezingen2014/,,,Bourgeois - Homans,Bourgeois I,,,,,,,,,,"Bij de regionale verkiezingen van 25 mei 2014 haalde N-VA de meeste stemmen in Vlaanderen. Geert Bourgeois (N-VA) werd de nieuwe minister-president van een regering met drie partijen. N-VA kreeg vier ministers (Bourgeois inbegrepen), CD&V leverde drie ministers en Open Vld kreeg twee ministers.
Op 29 april 2016 nam Annemie Turtelboom (Open Vld) ontslag als minister van Begroting, Financiën en Energie. Zij werd opgevolgd door haar partijgenoot Bart Tommelein.
Na de gemeenteraadsverkiezingen van 14 oktober 2018 nam Bart Tommelein ontslag om burgemeester van Oostende te worden. Op 9 januari 2019 legde Lydia Peeters (Open Vld) de eed af als nieuwe minister van Begroting, Financiën en Energie. Sven Gatz nam de rol van viceminister-president over.
Op 5 februari 2019 nam Joke Schauvliege (CD&V) ontslag als minister van Omgeving, Natuur en Landbouw. Zij werd opgevolgd door haar partijgenoot Koen Van den Heuvel.
Na de verkiezingen van 26 mei 2019 werd minister-president Geert Bourgeois verkozen in het Europees Parlement. Hij legde de eed af als parlementslid op 2 juli 2019 en nam daarom ontslag uit zijn regering. Hij werd opgevolgd door Liesbeth Homans (N-VA), die op 2 juli de eed aflegde als minister-president van de regering in lopende zaken. Ben Weyts nam de rol van viceminister-president over.
Enkele weken later legde minister Sven Gatz de eed af als minister van de Brusselse Regering. Hij bleef nog aan als Vlaams minister van Brusselse aangelegenheden. Lydia Peeters nam zijn andere bevoegdheden (Cultuur, Jeugd en Media) alsook de rol van viceminister-president over."
78,regering,,2014,2019,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1024346&param=informatie,BVR 25/7/2014,https://kaleidos.vlaanderen.be/vergadering/5ac4ff00-dec1-11e9-aa72-0242c0a80002/agenda/5ac4fe88-dec1-11e9-aa72-0242c0a80002/agendapunten/5ac50b9e-dec1-11e9-aa72-0242c0a80002/beslissingen,Bourgeois I.1,Bourgeois I,nieuwe regering na verkiezingen,7/25/2014,4/29/2016,,,,,,,
79,mandaat,,2014,2019,,,,Bourgeois I.1,Bourgeois I,,,,Geert,Bourgeois,N-VA,minister-president van de Vlaamse Regering,1,Vlaams minister van Buitenlands Beleid en Onroerend Erfgoed,
80,mandaat,,2014,2019,,,,Bourgeois I.1,Bourgeois I,,,,Hilde,Crevits, CD&V,viceminister-president van de Vlaamse Regering ,2,Vlaams minister van Onderwijs,
81,mandaat,,2014,2019,,,,Bourgeois I.1,Bourgeois I,,,,Annemie,Turtelboom,Open Vld,viceminister-president van de Vlaamse Regering ,3,"Vlaams minister van Begroting, Financiën en Energie",
82,mandaat,,2014,2019,,,,Bourgeois I.1,Bourgeois I,,,,Liesbeth,Homans,N-VA,viceminister-president van de Vlaamse Regering ,4,"Vlaams minister van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en armoedebestrijding",
83,mandaat,,2014,2019,,,,Bourgeois I.1,Bourgeois I,,,,Ben,Weyts,N-VA,,5,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Toerisme en Dierenwelzijn",
84,mandaat,,2014,2019,,,,Bourgeois I.1,Bourgeois I,,,,Jo,Vandeurzen,CD&V,,6,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
85,mandaat,,2014,2019,,,,Bourgeois I.1,Bourgeois I,,,,Philippe,Muyters,N-VA,,7,"Vlaams minister van Werk, Economie, Innovatie en Sport",
86,mandaat,,2014,2019,,,,Bourgeois I.1,Bourgeois I,,,,Joke,Schauvliege,CD&V,,8,"Vlaams minister van Omgeving, Natuur en Landbouw",
87,mandaat,,2014,2019,,,,Bourgeois I.1,Bourgeois I,,,,Sven,Gatz,Open Vld,,9,"Vlaams minister van Cultuur, Media, Jeugd en Brusselse aangelegenheden",
69,regering,,2014,2019,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1026766&param=informatie,BVR 29/4/2016 ,https://kaleidos.vlaanderen.be/vergadering/5af62062-dec1-11e9-aa72-0242c0a80002/agenda/5af61ff4-dec1-11e9-aa72-0242c0a80002/agendapunten/5af62d78-dec1-11e9-aa72-0242c0a80002/beslissingen,Bourgeois I.2,Bourgeois I,Annemie Turtelboom ontslagnemend,4/29/2016,5/3/2016,,,,,,,
70,mandaat,,2014,2019,,,,Bourgeois I.2,Bourgeois I,,,,Geert,Bourgeois,N-VA,minister-president van de Vlaamse Regering,1,Vlaams minister van Buitenlands Beleid en Onroerend Erfgoed,
71,mandaat,,2014,2019,,,,Bourgeois I.2,Bourgeois I,,,,Hilde,Crevits,CD&V,viceminister-president van de Vlaamse Regering ,2,Vlaams minister van Onderwijs,
72,mandaat,,2014,2019,,,,Bourgeois I.2,Bourgeois I,,,,Liesbeth,Homans,N-VA,viceminister-president van de Vlaamse Regering ,3,"Vlaams minister van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en armoedebestrijding",
73,mandaat,,2014,2019,,,,Bourgeois I.2,Bourgeois I,,,,Ben,Weyts,N-VA,,4,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Toerisme en Dierenwelzijn",
74,mandaat,,2014,2019,,,,Bourgeois I.2,Bourgeois I,,,,Jo,Vandeurzen,CD&V,,5,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
75,mandaat,,2014,2019,,,,Bourgeois I.2,Bourgeois I,,,,Philippe,Muyters,N-VA,,6,"Vlaams minister van Werk, Economie, Innovatie en Sport",
76,mandaat,,2014,2019,,,,Bourgeois I.2,Bourgeois I,,,,Joke,Schauvliege,CD&V,,7,"Vlaams minister van Omgeving, Natuur en Landbouw",
77,mandaat,,2014,2019,,,,Bourgeois I.2,Bourgeois I,,,,Sven,Gatz,Open Vld,,8,"Vlaams minister van Cultuur, Media, Jeugd en Brusselse aangelegenheden",
59,regering,,2014,2019,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1026767&param=informatie,BVR 4/5/2016 ,https://kaleidos.vlaanderen.be/vergadering/5af6439e-dec1-11e9-aa72-0242c0a80002/agenda/5af64326-dec1-11e9-aa72-0242c0a80002/agendapunten/5af657a8-dec1-11e9-aa72-0242c0a80002/beslissingen,Bourgeois I.2.b,Bourgeois I,Eedaflegging Bart Tommelein,5/4/2016,12/31/2018,,,,,,,
60,mandaat,,2014,2019,,,,Bourgeois I.2.b,Bourgeois I,,,,Geert,Bourgeois,N-VA,minister-president van de Vlaamse Regering,1,Vlaams minister van Buitenlands Beleid en Onroerend Erfgoed,
61,mandaat,,2014,2019,,,,Bourgeois I.2.b,Bourgeois I,,,,Hilde,Crevits,CD&V,viceminister-president van de Vlaamse Regering ,2,Vlaams minister van Onderwijs,
62,mandaat,,2014,2019,,,,Bourgeois I.2.b,Bourgeois I,,,,Bart,Tommelein,Open Vld,viceminister-president van de Vlaamse Regering ,3,"Vlaams minister van Begroting, Financiën en Energie",
63,mandaat,,2014,2019,,,,Bourgeois I.2.b,Bourgeois I,,,,Liesbeth,Homans,N-VA,viceminister-president van de Vlaamse Regering ,4,"Vlaams minister van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en armoedebestrijding",
64,mandaat,,2014,2019,,,,Bourgeois I.2.b,Bourgeois I,,,,Ben,Weyts,N-VA,,5,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Toerisme en Dierenwelzijn",
65,mandaat,,2014,2019,,,,Bourgeois I.2.b,Bourgeois I,,,,Jo,Vandeurzen,CD&V,,6,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
66,mandaat,,2014,2019,,,,Bourgeois I.2.b,Bourgeois I,,,,Philippe,Muyters,N-VA,,7,"Vlaams minister van Werk, Economie, Innovatie en Sport",
67,mandaat,,2014,2019,,,,Bourgeois I.2.b,Bourgeois I,,,,Joke,Schauvliege,CD&V,,8,"Vlaams minister van Omgeving, Natuur en Landbouw",
68,mandaat,,2014,2019,,,,Bourgeois I.2.b,Bourgeois I,,,,Sven,Gatz,Open Vld,,9,"Vlaams minister van Cultuur, Media, Jeugd en Brusselse aangelegenheden",
50,regering,,2014,2019,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1030148&param=informatie,BVR 31/12/2018 ,https://kaleidos.vlaanderen.be/vergadering/5b4cda7e-dec1-11e9-aa72-0242c0a80002/agenda/5b4cda10-dec1-11e9-aa72-0242c0a80002/agendapunten/5b4ce898-dec1-11e9-aa72-0242c0a80002/beslissingen#,Bourgeois I.3,Bourgeois I,"Bart Tommelein ontslagnemend, Sven Gatz volgt hem op als vice",12/31/2018,1/8/2019,,,,,,,
51,mandaat,,2014,2019,,,,Bourgeois I.3,Bourgeois I,,,,Geert,Bourgeois,N-VA,minister-president van de Vlaamse Regering,1,Vlaams minister van Buitenlands Beleid en Onroerend Erfgoed,
52,mandaat,,2014,2019,,,,Bourgeois I.3,Bourgeois I,,,,Hilde,Crevits,CD&V,viceminister-president van de Vlaamse Regering ,2,Vlaams minister van Onderwijs,
53,mandaat,,2014,2019,,,,Bourgeois I.3,Bourgeois I,,,,Sven,Gatz,Open Vld,viceminister-president van de Vlaamse Regering ,3,"Vlaams minister van Cultuur, Media, Jeugd en Brusselse aangelegenheden",
54,mandaat,,2014,2019,,,,Bourgeois I.3,Bourgeois I,,,,Liesbeth,Homans,N-VA,viceminister-president van de Vlaamse Regering ,4,"Vlaams minister van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en armoedebestrijding",
55,mandaat,,2014,2019,,,,Bourgeois I.3,Bourgeois I,,,,Ben,Weyts,N-VA,,5,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Toerisme en Dierenwelzijn",
56,mandaat,,2014,2019,,,,Bourgeois I.3,Bourgeois I,,,,Jo,Vandeurzen,CD&V,,6,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
57,mandaat,,2014,2019,,,,Bourgeois I.3,Bourgeois I,,,,Philippe,Muyters,N-VA,,7,"Vlaams minister van Werk, Economie, Innovatie en Sport",
58,mandaat,,2014,2019,,,,Bourgeois I.3,Bourgeois I,,,,Joke,Schauvliege,CD&V,,8,"Vlaams minister van Omgeving, Natuur en Landbouw",
40,regering,,2014,2019,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1030149&param=informatie,BVR 9/1/2019 ,https://kaleidos.vlaanderen.be/vergadering/5b4d045e-dec1-11e9-aa72-0242c0a80002/agenda/5b4d03b4-dec1-11e9-aa72-0242c0a80002/agendapunten/5b4d0f4e-dec1-11e9-aa72-0242c0a80002/beslissingen,Bourgeois I.3.b,Bourgeois I,Eedaflegging Lydia Peeters,1/9/2019,2/5/2019,,,,,,,
41,mandaat,,2014,2019,,,,Bourgeois I.3.b,Bourgeois I,,,,Geert,Bourgeois,N-VA,minister-president van de Vlaamse Regering,1,Vlaams minister van Buitenlands Beleid en Onroerend Erfgoed,
42,mandaat,,2014,2019,,,,Bourgeois I.3.b,Bourgeois I,,,,Hilde,Crevits,CD&V,viceminister-president van de Vlaamse Regering ,2,Vlaams minister van Onderwijs,
43,mandaat,,2014,2019,,,,Bourgeois I.3.b,Bourgeois I,,,,Sven,Gatz,Open Vld,viceminister-president van de Vlaamse Regering ,3,"Vlaams minister van Cultuur, Media, Jeugd en Brusselse aangelegenheden",
44,mandaat,,2014,2019,,,,Bourgeois I.3.b,Bourgeois I,,,,Liesbeth,Homans,N-VA,viceminister-president van de Vlaamse Regering ,4,"Vlaams minister van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en armoedebestrijding",
45,mandaat,,2014,2019,,,,Bourgeois I.3.b,Bourgeois I,,,,Ben,Weyts,N-VA,,5,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Toerisme en Dierenwelzijn",
46,mandaat,,2014,2019,,,,Bourgeois I.3.b,Bourgeois I,,,,Jo,Vandeurzen,CD&V,,6,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
47,mandaat,,2014,2019,,,,Bourgeois I.3.b,Bourgeois I,,,,Philippe,Muyters,N-VA,,7,"Vlaams minister van Werk, Economie, Innovatie en Sport",
48,mandaat,,2014,2019,,,,Bourgeois I.3.b,Bourgeois I,,,,Joke,Schauvliege,CD&V,,8,"Vlaams minister van Omgeving, Natuur en Landbouw",
49,mandaat,,2014,2019,,,,Bourgeois I.3.b,Bourgeois I,,,,Lydia,Peeters,Open Vld,,9,"Vlaams minister van Begroting, Financiën en Energie",
30,regering,,2014,2019,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1030274&param=informatie,BVR 6/2/2019 ,https://kaleidos.vlaanderen.be/vergadering/5b4ffcfe-dec1-11e9-aa72-0242c0a80002/agenda/5b4ffc7c-dec1-11e9-aa72-0242c0a80002/agendapunten/5b500a64-dec1-11e9-aa72-0242c0a80002,Bourgeois I.4,Bourgeois I,"Joke Schauvliege ontslagnemend, eedaflegging Koen Van den heuvel",2/6/2019,7/2/2019,,,,,,,
31,mandaat,,2014,2019,,,,Bourgeois I.4,Bourgeois I,,,,Geert,Bourgeois,N-VA,minister-president van de Vlaamse Regering,1,Vlaams minister van Buitenlands Beleid en Onroerend Erfgoed,
32,mandaat,,2014,2019,,,,Bourgeois I.4,Bourgeois I,,,,Hilde,Crevits,CD&V,viceminister-president van de Vlaamse Regering ,2,Vlaams minister van Onderwijs,
33,mandaat,,2014,2019,,,,Bourgeois I.4,Bourgeois I,,,,Sven,Gatz,Open Vld,viceminister-president van de Vlaamse Regering ,3,"Vlaams minister van Cultuur, Media, Jeugd en Brusselse aangelegenheden",
34,mandaat,,2014,2019,,,,Bourgeois I.4,Bourgeois I,,,,Liesbeth,Homans,N-VA,viceminister-president van de Vlaamse Regering ,4,"Vlaams minister van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en armoedebestrijding",
35,mandaat,,2014,2019,,,,Bourgeois I.4,Bourgeois I,,,,Ben,Weyts,N-VA,,5,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Toerisme en Dierenwelzijn",
36,mandaat,,2014,2019,,,,Bourgeois I.4,Bourgeois I,,,,Jo,Vandeurzen,CD&V,,6,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
37,mandaat,,2014,2019,,,,Bourgeois I.4,Bourgeois I,,,,Philippe,Muyters,N-VA,,7,"Vlaams minister van Werk, Economie, Innovatie en Sport",
38,mandaat,,2014,2019,,,,Bourgeois I.4,Bourgeois I,,,,Lydia,Peeters,Open Vld,,8,"Vlaams minister van Begroting, Financiën en Energie",
39,mandaat,,2014,2019,,,,Bourgeois I.4,Bourgeois I,,,,Koen,Van den Heuvel,CD&V,,9,"Vlaams minister van Omgeving, Natuur en Landbouw",
21,regering,,2014,2019,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1031915&param=informatie,BVR 2/7/2019,https://kaleidos.vlaanderen.be/vergadering/5b60a482-dec1-11e9-aa72-0242c0a80002/agenda/5b60a3e2-dec1-11e9-aa72-0242c0a80002/agendapunten/5b60b1b6-dec1-11e9-aa72-0242c0a80002/beslissingen,Homans I.1,Homans I,"Geert Bourgeois ontslagnemend, Liesbeth Homans minister-president",7/2/2019,7/18/2019,,,,,,,
22,mandaat,,2014,2019,,,,Homans I.1,Homans I,,,,Liesbeth,Homans,N-VA,minister-president van de Vlaamse Regering,1,"Vlaams minister van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en Armoedebestrijding",
23,mandaat,,2014,2019,,,,Homans I.1,Homans I,,,,Hilde,Crevits,CD&V,viceminister-president van de Vlaamse Regering ,2,Vlaams minister van Onderwijs,
24,mandaat,,2014,2019,,,,Homans I.1,Homans I,,,,Sven,Gatz,Open Vld,viceminister-president van de Vlaamse Regering,3,"Vlaams minister van Cultuur, Media, Jeugd en Brusselse aangelegenheden",
25,mandaat,,2014,2019,,,,Homans I.1,Homans I,,,,Ben,Weyts,N-VA,viceminister-president van de Vlaamse Regering,4,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Toerisme en Dierenwelzijn",
26,mandaat,,2014,2019,,,,Homans I.1,Homans I,,,,Jo,Vandeurzen,CD&V,,5,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
27,mandaat,,2014,2019,,,,Homans I.1,Homans I,,,,Philippe,Muyters,N-VA,,6,"Vlaams minister van Werk, Economie, Innovatie en Sport",
28,mandaat,,2014,2019,,,,Homans I.1,Homans I,,,,Lydia,Peeters,Open Vld,,7,"Vlaams minister van Begroting, Financiën, Energie, ",
29,mandaat,,2014,2019,,,,Homans I.1,Homans I,,,,Koen,Van den Heuvel,CD&V,,8,"Vlaams minister van Omgeving, Natuur en Landbouw",
12,regering,,2014,2019,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1031951&param=informatie,BVR 19/7/2019 ,https://kaleidos.vlaanderen.be/vergadering/5b60d0ba-dec1-11e9-aa72-0242c0a80002/agenda/5b60d01a-dec1-11e9-aa72-0242c0a80002/agendapunten/5b60daec-dec1-11e9-aa72-0242c0a80002/beslissingen,Homans I.2,Homans I,Herverdeling bevoegdheden Gatz,7/19/2019,10/2/2019,,,,,,,
13,mandaat,,2014,2019,,,,Homans I.2,Homans I,,,,Liesbeth,Homans,N-VA,minister-president van de Vlaamse Regering,1,"Vlaams minister van Binnenlands Bestuur, Inburgering, Wonen, Gelijke Kansen en Armoedebestrijding",
14,mandaat,,2014,2019,,,,Homans I.2,Homans I,,,,Hilde,Crevits,CD&V,viceminister-president van de Vlaamse Regering ,2,Vlaams minister van Onderwijs,
15,mandaat,,2014,2019,,,,Homans I.2,Homans I,,,,Lydia,Peeters,Open Vld,viceminister-president van de Vlaamse Regering,3,"Vlaams minister van Begroting, Financiën, Energie, Cultuur, Media en Jeugd",
16,mandaat,,2014,2019,,,,Homans I.2,Homans I,,,,Ben,Weyts,N-VA,viceminister-president van de Vlaamse Regering,4,"Vlaams minister van Mobiliteit, Openbare Werken, Vlaamse Rand, Toerisme en Dierenwelzijn",
17,mandaat,,2014,2019,,,,Homans I.2,Homans I,,,,Jo,Vandeurzen,CD&V,,5,"Vlaams minister van Welzijn, Volksgezondheid en Gezin",
18,mandaat,,2014,2019,,,,Homans I.2,Homans I,,,,Philippe,Muyters,N-VA,,6,"Vlaams minister van Werk, Economie, Innovatie en Sport",
19,mandaat,,2014,2019,,,,Homans I.2,Homans I,,,,Sven,Gatz,Open Vld,,7,Vlaams minister van Brusselse aangelegenheden,
20,mandaat,,2014,2019,,,,Homans I.2,Homans I,,,,Koen,Van den Heuvel,CD&V,,8,"Vlaams minister van Omgeving, Natuur en Landbouw",
11,periode,5/26/2019,2019,2024,https://www.vlaanderenkiest.be/verkiezingen2019/#/,,,Jambon,Jambon,,,,,,,,,,
1,regering,,2019,2024,https://codex.vlaanderen.be/Zoeken/Document.aspx?DID=1032376&param=informatie,BVR 2/10/2019,https://kaleidos.vlaanderen.be/vergadering/5D9B6DCA6B1B810008000176/agenda/5D9B6DCA6B1B810008000177/agendapunten/5D9B8AED6B1B8100080001AA/beslissingen,Jambon,Jambon,Nieuwe regering na verkiezingen,10/2/2019,,,,,,,,
2,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Jan,Jambon,N-VA,minister-president van de Vlaamse Regering,1,"Vlaams minister van Buitenlandse Zaken, Cultuur, ICT en Facilitair Management",
3,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Hilde,Crevits,CD&V,Viceminister-president van de Vlaamse Regering,2,"Vlaams minister van Economie, Innovatie, Werk, Sociale economie en Landbouw",
4,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Bart,Somers,Open Vld,Viceminister-president van de Vlaamse Regering,3,"Vlaams minister van Binnenlands Bestuur, Bestuurszaken, Inburgering en Gelijke Kansen",
5,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Ben,Weyts,N-VA,Viceminister-president van de Vlaamse Regering,4,"Vlaams minister van Onderwijs, Sport, Dierenwelzijn en Vlaamse Rand",
6,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Zuhal,Demir,N-VA,,5,"Vlaams minister van Justitie en Handhaving, Omgeving, Energie en Toerisme",
7,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Wouter,Beke,CD&V,,6,"Vlaams minister van Welzijn, Volksgezondheid, Gezin en Armoedebestrijding",
8,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Matthias,Diependale,N-VA,,7,"Vlaams minister van Financiën en Begroting, Wonen en Onroerend Erfgoed",
9,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Lydia,Peeters,Open Vld,,8,Vlaams minister van Mobiliteit en Openbare Werken,
10,mandaat,,2019,2024,,,,Jambon,Jambon,,,,Benjamin,Dalle,CD&V,,9,"Vlaams minister van Brussel, Jeugd en Media",
